key_resp.keys,key_resp.rt,key_resp_4.keys,key_resp_4.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,face_loop.thisRepN,face_loop.thisTrialN,face_loop.thisN,face_loop.thisIndex,face_loop.ran,face_serial,image_name,participant,session,date,expName,psychopyVersion,OS,frameRate,session.thisRepN,session.thisTrialN,session.thisN,session.thisIndex,session.ran,session.order,session_serial,slider_judge_img,face_loop.order
,,,,,,,,0,10,10,40,1,41,image/41.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,10,10,40,1,41,image/41.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,,,,,,,,,
,,,,,,,,0,11,11,47,1,48,image/48.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,11,11,47,1,48,image/48.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,11,11,47,1,48,image/48.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,,,,,,,,,
,,,,,,,,0,12,12,26,1,27,image/27.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,12,12,26,1,27,image/27.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,12,12,26,1,27,image/27.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,,,,,,,,,
,,,,,,,,0,13,13,11,1,12,image/12.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,13,13,11,1,12,image/12.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,13,13,11,1,12,image/12.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,,,,,,,,,
,,,,,,,,0,14,14,19,1,20,image/20.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,14,14,19,1,20,image/20.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,14,14,19,1,20,image/20.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,,,,,,,,,
,,,,,,,,0,15,15,25,1,26,image/26.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,15,15,25,1,26,image/26.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,15,15,25,1,26,image/26.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,,,,,,,,,
,,,,,,,,0,16,16,24,1,25,image/25.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,16,16,24,1,25,image/25.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,16,16,24,1,25,image/25.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,,,,,,,,,
,,,,,,,,0,17,17,34,1,35,image/35.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,17,17,34,1,35,image/35.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,17,17,34,1,35,image/35.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,,,,,,,,,
,,,,,,,,0,18,18,9,1,10,image/10.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,18,18,9,1,10,image/10.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,18,18,9,1,10,image/10.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,,,,,,,,,
,,,,,,,,0,19,19,39,1,40,image/40.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,19,19,39,1,40,image/40.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,19,19,39,1,40,image/40.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,,,,,,,,,
,,,,,,,,0,20,20,1,1,2,image/2.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,20,20,1,1,2,image/2.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,20,20,1,1,2,image/2.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,,,,,,,,,
,,,,,,,,0,21,21,12,1,13,image/13.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,21,21,12,1,13,image/13.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,21,21,12,1,13,image/13.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,,,,,,,,,
,,,,,,,,0,22,22,15,1,16,image/16.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,22,22,15,1,16,image/16.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,22,22,15,1,16,image/16.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,,,,,,,,,
,,,,,,,,0,23,23,6,1,7,image/7.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,23,23,6,1,7,image/7.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,23,23,6,1,7,image/7.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,,,,,,,,,
,,,,,,,,0,24,24,27,1,28,image/28.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,24,24,27,1,28,image/28.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,24,24,27,1,28,image/28.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,,,,,,,,,
,,,,,,,,0,25,25,18,1,19,image/19.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,25,25,18,1,19,image/19.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,25,25,18,1,19,image/19.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,,,,,,,,,
,,,,,,,,0,26,26,49,1,50,image/50.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,26,26,49,1,50,image/50.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,26,26,49,1,50,image/50.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,,,,,,,,,
,,,,,,,,0,27,27,17,1,18,image/18.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,27,27,17,1,18,image/18.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,27,27,17,1,18,image/18.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,,,,,,,,,
,,,,,,,,0,28,28,41,1,42,image/42.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,28,28,41,1,42,image/42.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,28,28,41,1,42,image/42.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,,,,,,,,,
,,,,,,,,0,29,29,8,1,9,image/9.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,29,29,8,1,9,image/9.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,29,29,8,1,9,image/9.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,,,,,,,,,
,,,,,,,,0,30,30,2,1,3,image/3.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,30,30,2,1,3,image/3.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,30,30,2,1,3,image/3.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,,,,,,,,,
,,,,,,,,0,31,31,4,1,5,image/5.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,31,31,4,1,5,image/5.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,31,31,4,1,5,image/5.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,,,,,,,,,
,,,,,,,,0,32,32,33,1,34,image/34.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,32,32,33,1,34,image/34.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,32,32,33,1,34,image/34.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,,,,,,,,,
,,,,,,,,0,33,33,45,1,46,image/46.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,33,33,45,1,46,image/46.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,33,33,45,1,46,image/46.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,,,,,,,,,
,,,,,,,,0,34,34,36,1,37,image/37.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,34,34,36,1,37,image/37.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,34,34,36,1,37,image/37.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,,,,,,,,,
,,,,,,,,0,35,35,0,1,1,image/1.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,35,35,0,1,1,image/1.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,35,35,0,1,1,image/1.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,,,,,,,,,
,,,,,,,,0,36,36,37,1,38,image/38.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,36,36,37,1,38,image/38.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,36,36,37,1,38,image/38.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,,,,,,,,,
,,,,,,,,0,37,37,32,1,33,image/33.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,37,37,32,1,33,image/33.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,37,37,32,1,33,image/33.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,,,,,,,,,
,,,,,,,,0,38,38,10,1,11,image/11.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,38,38,10,1,11,image/11.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,38,38,10,1,11,image/11.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,,,,,,,,,
,,,,,,,,0,39,39,14,1,15,image/15.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,39,39,14,1,15,image/15.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,39,39,14,1,15,image/15.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,,,,,,,,,
,,,,,,,,0,40,40,7,1,8,image/8.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,40,40,7,1,8,image/8.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,40,40,7,1,8,image/8.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,,,,,,,,,
,,,,,,,,0,41,41,21,1,22,image/22.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,41,41,21,1,22,image/22.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,41,41,21,1,22,image/22.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,,,,,,,,,
,,,,,,,,0,42,42,43,1,44,image/44.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,42,42,43,1,44,image/44.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,42,42,43,1,44,image/44.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,,,,,,,,,
,,,,,,,,0,43,43,13,1,14,image/14.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,43,43,13,1,14,image/14.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,43,43,13,1,14,image/14.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,,,,,,,,,
,,,,,,,,0,44,44,48,1,49,image/49.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,44,44,48,1,49,image/49.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,44,44,48,1,49,image/49.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,,,,,,,,,
,,,,,,,,0,45,45,35,1,36,image/36.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,45,45,35,1,36,image/36.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,45,45,35,1,36,image/36.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,,,,,,,,,
,,,,,,,,0,46,46,5,1,6,image/6.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,46,46,5,1,6,image/6.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,46,46,5,1,6,image/6.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,,,,,,,,,
,,,,,,,,0,47,47,23,1,24,image/24.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,47,47,23,1,24,image/24.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,47,47,23,1,24,image/24.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,,,,,,,,,
,,,,,,,,0,48,48,46,1,47,image/47.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,48,48,46,1,47,image/47.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,48,48,46,1,47,image/47.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,,,,,,,,,
,,,,,,,,0,49,49,44,1,45,image/45.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,49,49,44,1,45,image/45.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,3,3,friendly.png,49
,,,,,,,,0,49,49,44,1,45,image/45.jpg,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,,,,,,,,,
,,,,,,,,,,,,,,,R_1BWz2lzoHP6Ecym,2,2024-04-01_11h11.21.605,face trait task,2021.2.3,MacIntel,62.5,0,3,3,3,1,,3,friendly.png,
