chooserow,ParID,pre_instru_resp_2.keys,pre_instru_resp_2.rt,pre_instru_resp_3.keys,pre_instru_resp_3.rt,pre_instru_resp_9.keys,pre_instru_resp_9.rt,pre_instru_resp_8.keys,pre_instru_resp_8.rt,pre_instru_resp_4.keys,pre_instru_resp_4.rt,pre_instru_resp_5.keys,pre_instru_resp_5.rt,pre_instru_resp_6.keys,pre_instru_resp_6.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,pre_instru_resp.keys,pre_instru_resp.rt,clicked,judge_2.x,judge_2.y,judge_2.leftButton,judge_2.midButton,judge_2.rightButton,judge_2.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,prac_answer,prac_dot_sti,dotlefttext,dotrighttext,prac_acc,judge.x,judge.y,judge.leftButton,judge.midButton,judge.rightButton,judge.clicked_name,clicked_guilt,slider_guilt.response,slider_guilt.rt,key_guilt.keys,share_slider.response,share_slider.rt,key_share.keys,slider_apology.response,slider_apology.rt,key_apology.keys,key_apology.rt,slider_hide.response,slider_hide.rt,slider_forgiveness.response,slider_forgiveness.rt,key_forgiveness.keys,slider_mad.response,slider_mad.rt,trialseq.thisRepN,trialseq.thisTrialN,trialseq.thisN,trialseq.thisIndex,trialseq.ran,type_trial,stipic,DV,picture,answer,number,key_share.rt,key_guilt.rt,key_forgiveness.rt,incompleteTrials,trials_redo.thisRepN,trials_redo.thisTrialN,trials_redo.thisN,trials_redo.thisIndex,trials_redo.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Smaller,Greater,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,0,28,28,33,1,2,only_sub_right.png,3,RandomDot25.png,No answer,21,,,,118,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Greater,Smaller,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,0,29,29,5,1,0,both_right.png,1,RandomDot29.png,No answer,21,,,,111,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Smaller,Greater,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,0,30,30,2,1,0,both_right.png,0,RandomDot19.png,No answer,21,,,,128,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Greater,Smaller,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,0,31,31,45,1,3,only_sub_wrong.png,3,RandomDot20.png,No answer,20,,,,123,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Smaller,Greater,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,0,32,32,27,1,2,only_sub_right.png,1,RandomDot27.png,No answer,21,,,,130,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Greater,Smaller,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,0,33,33,26,1,2,only_sub_right.png,0,RandomDot18.png,No answer,21,,,,138,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Smaller,Greater,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,0,34,34,12,1,1,both_wrong.png,0,RandomDot22.png,No answer,21,,,,136,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Smaller,Greater,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,0,35,35,19,1,1,both_wrong.png,2,RandomDot8.png,No answer,20,,,,133,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Smaller,Greater,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,0,36,36,43,1,3,only_sub_wrong.png,2,RandomDot17.png,No answer,19,,,,146,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Greater,Smaller,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,0,37,37,39,1,3,only_sub_wrong.png,1,RandomDot36.png,No answer,19,,,,150,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Smaller,Greater,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,0,38,38,17,1,1,both_wrong.png,1,RandomDot13.png,No answer,19,,,,152,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Greater,Smaller,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,0,39,39,31,1,2,only_sub_right.png,2,RandomDot16.png,No answer,20,,,,161,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Smaller,Greater,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,0,40,40,47,1,3,only_sub_wrong.png,3,RandomDot38.png,No answer,20,,,,164,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Greater,Smaller,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,0,41,41,49,1,5,both_right.png,10,RandomDot42.png,RightButton,20,,,,166,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Smaller,Greater,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,0,42,42,13,1,1,both_wrong.png,0,RandomDot28.png,No answer,19,,,,174,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Smaller,Greater,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,0,43,43,38,1,3,only_sub_wrong.png,0,RandomDot9.png,No answer,19,,,,175,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Greater,Smaller,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,0,44,44,29,1,2,only_sub_right.png,1,RandomDot4.png,No answer,19,,,,176,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Smaller,Greater,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,0,45,45,18,1,1,both_wrong.png,2,RandomDot24.png,No answer,21,,,,184,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Greater,Smaller,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,0,46,46,36,1,3,only_sub_wrong.png,0,RandomDot38.png,No answer,21,,,,191,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Greater,Smaller,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,0,47,47,20,1,1,both_wrong.png,2,RandomDot13.png,No answer,21,,,,189,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Greater,Smaller,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,0,48,48,35,1,2,only_sub_right.png,3,RandomDot36.png,No answer,20,,,,196,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Smaller,Greater,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,0,49,49,30,1,2,only_sub_right.png,2,RandomDot22.png,No answer,20,,,,200,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Greater,Smaller,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,2,only_sub_right.png,3,RandomDot36.png,No answer,20,,,,200,0,0,0,10,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Greater,Smaller,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,3,only_sub_wrong.png,1,RandomDot36.png,No answer,19,,,,200,0,1,1,14,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Greater,Smaller,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,2,only_sub_right.png,3,RandomDot10.png,No answer,19,,,,200,0,2,2,9,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Greater,Smaller,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,2,only_sub_right.png,2,RandomDot16.png,No answer,20,,,,200,0,3,3,6,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Smaller,Greater,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,3,only_sub_wrong.png,3,RandomDot36.png,No answer,21,,,,200,0,4,4,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Smaller,Greater,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,3,only_sub_wrong.png,1,RandomDot40.png,No answer,19,,,,200,0,5,5,15,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Greater,Smaller,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,3,only_sub_wrong.png,0,RandomDot38.png,No answer,21,,,,200,0,6,6,11,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Smaller,Greater,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,3,only_sub_wrong.png,0,RandomDot16.png,No answer,21,,,,200,0,7,7,12,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Greater,Smaller,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,3,only_sub_wrong.png,3,RandomDot20.png,No answer,20,,,,200,0,8,8,20,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Smaller,Greater,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,1,both_wrong.png,0,RandomDot28.png,No answer,19,,,,200,0,9,9,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Smaller,Greater,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,3,only_sub_wrong.png,3,RandomDot38.png,No answer,20,,,,200,0,10,10,22,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Greater,Smaller,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,2,only_sub_right.png,0,RandomDot18.png,No answer,21,,,,200,0,11,11,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Smaller,Greater,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,4,both_right.png,10,RandomDot41.png,RightButton,5,,,,200,0,12,12,23,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Smaller,Greater,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,2,only_sub_right.png,2,RandomDot8.png,No answer,21,,,,200,0,13,13,7,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Smaller,Greater,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,2,only_sub_right.png,1,RandomDot34.png,No answer,19,,,,200,0,14,14,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Smaller,Greater,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,3,only_sub_wrong.png,2,RandomDot40.png,No answer,20,,,,200,0,15,15,19,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Smaller,Greater,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,3,only_sub_wrong.png,0,RandomDot9.png,No answer,19,,,,200,0,16,16,13,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Smaller,Greater,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,2,only_sub_right.png,3,RandomDot25.png,No answer,21,,,,200,0,17,17,8,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Smaller,Greater,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,3,only_sub_wrong.png,2,RandomDot17.png,No answer,19,,,,200,0,18,18,18,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Greater,Smaller,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,5,both_right.png,10,RandomDot42.png,RightButton,20,,,,200,0,19,19,24,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Smaller,Greater,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,3,only_sub_wrong.png,2,RandomDot15.png,No answer,21,,,,200,0,20,20,17,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Smaller,Greater,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,3,only_sub_wrong.png,1,RandomDot15.png,No answer,20,,,,200,0,21,21,16,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Smaller,Greater,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,2,only_sub_right.png,2,RandomDot22.png,No answer,20,,,,200,0,22,22,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Smaller,Greater,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,2,only_sub_right.png,1,RandomDot27.png,No answer,21,,,,200,0,23,23,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,1,2024-04-02_14h24.10.084,interaction task,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,Greater,Smaller,,0.08490566,-0.996503497,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,2,only_sub_right.png,1,RandomDot4.png,No answer,19,,,,200,0,24,24,4,1
