key_resp.keys,key_resp.rt,key_resp_4.keys,key_resp_4.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,face_loop.thisRepN,face_loop.thisTrialN,face_loop.thisN,face_loop.thisIndex,face_loop.ran,face_serial,image_name,participant,session,date,expName,psychopyVersion,OS,frameRate,session.thisRepN,session.thisTrialN,session.thisN,session.thisIndex,session.ran,session_serial,slider_judge_img
space,18.2135,space,5.6472,space,1.1009,4,6.7538,0,0,0,42,1,43,image/43.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,3,3.8009,0,1,1,21,1,22,image/22.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,2,1.2653,0,2,2,16,1,17,image/17.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,1,1.301,0,3,3,45,1,46,image/46.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,5,1.7152,0,4,4,47,1,48,image/48.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,7,2.4189,0,5,5,43,1,44,image/44.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,6,1.1596,0,6,6,3,1,4,image/4.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,3,1.8866,0,7,7,0,1,1,image/1.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,5,0.8929,0,8,8,12,1,13,image/13.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,2,2.0897,0,9,9,38,1,39,image/39.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,1,1.018,0,10,10,46,1,47,image/47.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,1,1.6087,0,11,11,14,1,15,image/15.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,1,1.4648,0,12,12,19,1,20,image/20.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,2,0.9255,0,13,13,28,1,29,image/29.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,3,0.948,0,14,14,33,1,34,image/34.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,4,1.1552,0,15,15,49,1,50,image/50.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,5,0.7622,0,16,16,18,1,19,image/19.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,6,0.8418,0,17,17,24,1,25,image/25.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,7,0.7644,0,18,18,27,1,28,image/28.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,6,0.9242,0,19,19,32,1,33,image/33.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,5,1.0993,0,20,20,40,1,41,image/41.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,4,0.7476,0,21,21,31,1,32,image/32.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,3,0.8925,0,22,22,10,1,11,image/11.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,2,1.3375,0,23,23,29,1,30,image/30.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,1,0.8169,0,24,24,13,1,14,image/14.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,2,0.8516,0,25,25,20,1,21,image/21.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,2,0.823,0,26,26,26,1,27,image/27.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,2,0.9379,0,27,27,1,1,2,image/2.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,2,0.7725,0,28,28,17,1,18,image/18.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,2,1.8803,0,29,29,25,1,26,image/26.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,3,0.694,0,30,30,36,1,37,image/37.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,3,0.7335,0,31,31,6,1,7,image/7.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,3,0.7601,0,32,32,9,1,10,image/10.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,3,0.9385,0,33,33,7,1,8,image/8.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,3,1.4192,0,34,34,11,1,12,image/12.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,3,0.9131,0,35,35,41,1,42,image/42.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,3,0.7285,0,36,36,34,1,35,image/35.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,3,1.2052,0,37,37,22,1,23,image/23.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,3,0.9491,0,38,38,37,1,38,image/38.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,3,0.8067,0,39,39,5,1,6,image/6.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,3,1.2406,0,40,40,2,1,3,image/3.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,4,0.6803,0,41,41,39,1,40,image/40.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,4,1.3156,0,42,42,48,1,49,image/49.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,4,0.8216,0,43,43,8,1,9,image/9.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,4,0.7837,0,44,44,4,1,5,image/5.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,3,1.003,0,45,45,35,1,36,image/36.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,4,1.0146,0,46,46,44,1,45,image/45.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,3,0.3778,0,47,47,23,1,24,image/24.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,4,0.4299,0,48,48,15,1,16,image/16.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,3,0.7128,0,49,49,30,1,31,image/31.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,,,,,,,,,,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,0,0,0,2,1,2,trustworthy.png
,,,,,,2,8.2439,0,0,0,21,1,22,image/22.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,3,1.5234,0,1,1,48,1,49,image/49.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,2,1.0213,0,2,2,27,1,28,image/28.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,3,0.913,0,3,3,13,1,14,image/14.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,4,0.9406,0,4,4,26,1,27,image/27.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,3,0.883,0,5,5,19,1,20,image/20.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,4,0.8078,0,6,6,47,1,48,image/48.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,4,0.7373,0,7,7,30,1,31,image/31.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,4,1.1329,0,8,8,33,1,34,image/34.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,4,1.2733,0,9,9,12,1,13,image/13.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,3,1.3207,0,10,10,45,1,46,image/46.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,4,0.948,0,11,11,39,1,40,image/40.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,3,0.7153,0,12,12,41,1,42,image/42.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,4,0.7068,0,13,13,34,1,35,image/35.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,4,0.8724,0,14,14,20,1,21,image/21.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,3,0.7525,0,15,15,42,1,43,image/43.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,4,0.6308,0,16,16,44,1,45,image/45.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,4,0.8008,0,17,17,25,1,26,image/26.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,3,0.617,0,18,18,31,1,32,image/32.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,2,0.7011,0,19,19,37,1,38,image/38.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,4,0.6224,0,20,20,23,1,24,image/24.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,3,0.8916,0,21,21,43,1,44,image/44.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,4,0.6559,0,22,22,32,1,33,image/33.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,3,0.933,0,23,23,2,1,3,image/3.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,3,0.83,0,24,24,24,1,25,image/25.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,3,0.8076,0,25,25,3,1,4,image/4.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,4,0.663,0,26,26,1,1,2,image/2.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,3,0.6087,0,27,27,49,1,50,image/50.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,4,0.523,0,28,28,7,1,8,image/8.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,3,0.5129,0,29,29,40,1,41,image/41.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,4,0.6666,0,30,30,29,1,30,image/30.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,3,0.5643,0,31,31,11,1,12,image/12.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,3,0.6932,0,32,32,28,1,29,image/29.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,4,0.6843,0,33,33,6,1,7,image/7.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,4,1.0331,0,34,34,0,1,1,image/1.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,4,0.6958,0,35,35,8,1,9,image/9.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,3,0.7628,0,36,36,5,1,6,image/6.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,2,1.1187,0,37,37,9,1,10,image/10.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,5,0.8958,0,38,38,17,1,18,image/18.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,4,0.3176,0,39,39,22,1,23,image/23.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,3,1.0893,0,40,40,15,1,16,image/16.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,3,0.7302,0,41,41,35,1,36,image/36.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,4,0.3993,0,42,42,46,1,47,image/47.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,3,0.4081,0,43,43,16,1,17,image/17.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,4,1.2019,0,44,44,38,1,39,image/39.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,4,0.5985,0,45,45,4,1,5,image/5.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,4,0.5363,0,46,46,18,1,19,image/19.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,3,0.4809,0,47,47,36,1,37,image/37.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
,,,,,,3,0.5839,0,48,48,10,1,11,image/11.jpg,R_49GRi7W6rJG5j6F,2,2024-04-02_14h58.31.997,face trait task,2021.2.3,Win32,59.88023952,,,,,,,
